City|Date|Card_Type|Exp_Type|Gender|Amount|EMI_Paid
Delhi|09-Sep-14|Signature|Food|M|46182|1
Delhi|02-Dec-13|Platinum|Bills|M|10125|1
Mumbai|29-Dec-13|Silver|Entertainment|F|167971|1
Bengaluru|09-Dec-13|Platinum|Bills|M|190758|1
Bengaluru|30-Dec-14|Silver|Fuel|M|167277|1
Bengaluru|06-Jan-15|Gold|Food|F|133147|1
Bengaluru|29-Oct-14|Signature|Bills|M|185803|1
Delhi|27-Oct-14|Platinum|Fuel|M|69613|1
Mumbai|13-Jul-14|Platinum|Bills|F|21899|1
Delhi|17-Sep-14|Signature|Entertainment|F|235890|1
Delhi|20-Jan-14|Gold|Food|M|240817|1
Bengaluru|25-Jun-14|Gold|Food|M|260163|1
Ahmedabad|03-Nov-13|Gold|Fuel|M|37854|1
Delhi|27-Dec-14|Gold|Fuel|F|97106|1
Bengaluru|22-Jun-14|Platinum|Fuel|M|211464|1
Mumbai|09-Oct-13|Gold|Bills|M|226017|1
Mumbai|22-Feb-14|Silver|Food|F|229437|1
Ahmedabad|03-May-14|Signature|Grocery|F|184525|1
Bengaluru|25-Oct-14|Signature|Fuel|F|64740|1
Bengaluru|26-Dec-14|Platinum|Grocery|F|41242|1
Ahmedabad|14-Feb-15|Platinum|Grocery|M|64081|1
Mumbai|17-Feb-14|Gold|Grocery|M|39076|1
Ahmedabad|02-Mar-14|Platinum|Fuel|M|44180|1
Mumbai|13-Jan-15|Gold|Entertainment|M|148490|1
Mumbai|23-Jul-14|Platinum|Bills|M|257295|1
Delhi|21-Dec-14|Platinum|Bills|F|133971|1
Delhi|14-May-14|Silver|Bills|F|270091|1
Mumbai|24-Nov-13|Platinum|Entertainment|M|220128|1
Delhi|10-Sep-14|Silver|Fuel|F|288639|1
Ahmedabad|22-Jul-14|Silver|Entertainment|M|119746|1
Ahmedabad|30-Oct-14|Gold|Grocery|F|89140|1
Ahmedabad|17-Aug-14|Signature|Bills|F|167629|1
Mumbai|05-Apr-14|Gold|Grocery|F|67617|1
Delhi|22-May-14|Signature|Food|F|264626|1
Mumbai|26-Sep-14|Signature|Grocery|M|278698|1
Ahmedabad|12-Mar-15|Signature|Fuel|F|98764|1
Bengaluru|07-Aug-14|Silver|Fuel|M|247263|1
Delhi|19-Mar-15|Signature|Food|F|205191|1
Ahmedabad|22-Feb-15|Silver|Bills|F|40637|1
Ahmedabad|25-Jun-14|Signature|Food|M|272208|1
Bengaluru|05-Apr-15|Signature|Fuel|M|267044|1
Ahmedabad|19-Aug-14|Signature|Grocery|M|205182|1
Delhi|13-Oct-14|Silver|Entertainment|M|275234|1
Mumbai|04-Jan-15|Silver|Food|M|147641|1
Bengaluru|03-May-14|Platinum|Fuel|M|89391|1
Ahmedabad|11-Oct-13|Silver|Entertainment|F|39631|1
Ahmedabad|16-May-15|Gold|Bills|F|110947|1
Mumbai|10-Jan-14|Gold|Fuel|F|131145|1
Ahmedabad|11-Jul-14|Gold|Bills|M|218849|1
Mumbai|30-Dec-13|Signature|Fuel|F|111133|1
Mumbai|02-Nov-14|Platinum|Grocery|F|181461|1
Ahmedabad|09-Jan-14|Gold|Fuel|M|99110|1
Ahmedabad|02-Jan-14|Signature|Food|F|194396|1
Delhi|16-Mar-15|Platinum|Entertainment|F|112893|1
Ahmedabad|18-May-14|Silver|Food|M|168398|1
Delhi|09-Dec-13|Signature|Food|M|262831|1
Delhi|22-Mar-15|Signature|Food|F|139829|1
Mumbai|12-Feb-15|Gold|Entertainment|M|183374|1
Mumbai|19-Feb-14|Signature|Fuel|F|194166|1
Ahmedabad|05-Mar-15|Gold|Bills|F|241914|1
Ahmedabad|27-May-14|Silver|Fuel|M|27488|1
Ahmedabad|15-Dec-14|Platinum|Bills|F|56378|1
Ahmedabad|25-Jan-15|Platinum|Fuel|F|284530|1
Bengaluru|02-Nov-14|Gold|Entertainment|M|64866|1
Bengaluru|29-Apr-14|Platinum|Food|F|280967|1
Bengaluru|05-Nov-14|Silver|Bills|F|70807|1
Mumbai|16-May-15|Gold|Bills|M|67736|1
Bengaluru|05-Aug-14|Platinum|Fuel|F|91638|1
Delhi|15-Nov-14|Platinum|Fuel|F|185440|1
Ahmedabad|06-Nov-14|Signature|Entertainment|M|192403|1
Bengaluru|19-Feb-15|Signature|Entertainment|M|171796|1
Bengaluru|11-Mar-14|Platinum|Bills|M|222588|1
Delhi|17-Jan-15|Gold|Grocery|M|243949|1
Delhi|21-Oct-14|Platinum|Fuel|M|268729|1
Ahmedabad|07-Oct-14|Gold|Food|F|262296|1
Mumbai|29-Mar-14|Platinum|Grocery|F|119598|1
Mumbai|16-May-14|Silver|Entertainment|F|251994|1
Ahmedabad|14-Jan-14|Silver|Bills|M|221194|1
Ahmedabad|29-Jan-15|Platinum|Food|M|143916|1
Mumbai|12-Jun-14|Silver|Bills|F|184231|1
Ahmedabad|28-Dec-14|Gold|Grocery|M|163056|1
Mumbai|28-Sep-14|Gold|Entertainment|F|177532|1
Delhi|23-Jan-14|Gold|Entertainment|F|56323|1
Bengaluru|08-May-14|Gold|Grocery|F|213084|1
Mumbai|10-Oct-13|Signature|Food|M|253730|1
Ahmedabad|08-Mar-14|Silver|Food|M|226933|1
Mumbai|11-Oct-13|Gold|Fuel|M|69877|1
Mumbai|02-Jan-15|Platinum|Entertainment|F|208118|1
Bengaluru|09-May-15|Silver|Fuel|M|269898|1
Mumbai|15-Jul-14|Gold|Bills|M|31487|1
Bengaluru|24-Mar-14|Gold|Entertainment|M|87035|1
Bengaluru|16-May-14|Silver|Grocery|F|264557|1
Mumbai|20-Dec-13|Silver|Fuel|F|76917|1
Delhi|27-Oct-14|Gold|Food|F|188393|1
Ahmedabad|28-Apr-15|Signature|Bills|M|282224|1
Ahmedabad|18-Sep-14|Platinum|Grocery|M|221659|1
Bengaluru|14-Oct-13|Signature|Fuel|M|150783|1
Delhi|28-Sep-14|Signature|Fuel|F|136641|1
Bengaluru|21-Nov-14|Silver|Food|F|60808|1
Mumbai|12-Nov-14|Gold|Fuel|F|27192|1
Ahmedabad|05-Mar-14|Signature|Fuel|F|16693|1
Bengaluru|17-Jul-14|Gold|Entertainment|M|187271|1
Bengaluru|27-Feb-14|Platinum|Grocery|F|217709|1
Ahmedabad|13-Apr-14|Platinum|Grocery|M|157140|1
Ahmedabad|07-Nov-13|Signature|Entertainment|M|248811|1
Ahmedabad|03-Feb-14|Signature|Food|F|89269|1
Mumbai|06-Jan-15|Gold|Entertainment|F|92180|1
Mumbai|11-Oct-13|Signature|Bills|F|50617|1
Mumbai|16-Jan-14|Gold|Bills|M|66671|1
Bengaluru|16-Apr-15|Platinum|Bills|F|11851|1
Bengaluru|29-Mar-15|Silver|Food|F|112696|1
Mumbai|17-Aug-14|Silver|Fuel|F|207896|1
Ahmedabad|01-Dec-13|Platinum|Entertainment|F|5333|1
Bengaluru|10-May-14|Signature|Grocery|F|13854|1
Ahmedabad|22-Sep-14|Platinum|Food|F|276957|1
Mumbai|18-Jun-14|Signature|Food|M|31289|1
Ahmedabad|23-Jul-14|Silver|Entertainment|M|4685|1
Bengaluru|21-Jul-14|Silver|Grocery|M|111281|1
Bengaluru|06-May-14|Silver|Grocery|M|5344|1
Mumbai|26-Oct-13|Silver|Entertainment|F|266746|1
Bengaluru|13-Oct-13|Silver|Entertainment|M|259267|1
Mumbai|24-Apr-15|Platinum|Bills|M|265219|1
Ahmedabad|09-Dec-13|Silver|Grocery|F|34594|1
Delhi|04-Feb-14|Platinum|Entertainment|M|61450|1
Mumbai|24-Jan-14|Platinum|Fuel|F|50277|1
Bengaluru|17-Nov-14|Platinum|Food|F|229134|1
Ahmedabad|28-Oct-14|Silver|Grocery|M|263029|1
Bengaluru|13-Sep-14|Gold|Bills|M|190768|1
Ahmedabad|22-Feb-15|Gold|Bills|F|186765|1
Bengaluru|04-Oct-13|Silver|Food|F|205179|1
Bengaluru|11-Nov-13|Gold|Food|F|217818|1
Bengaluru|03-Dec-14|Signature|Fuel|F|298328|1
Delhi|27-Dec-13|Gold|Entertainment|F|68690|1
Delhi|21-Oct-14|Silver|Food|F|133210|1
Bengaluru|18-Feb-15|Silver|Fuel|F|285617|1
Delhi|30-Aug-14|Gold|Food|M|36434|1
Bengaluru|03-Aug-14|Signature|Entertainment|M|198498|1
Ahmedabad|17-Jun-14|Signature|Entertainment|M|282124|1
Mumbai|11-Sep-14|Gold|Entertainment|F|91803|1
Delhi|20-Feb-14|Silver|Fuel|M|207158|1
Mumbai|16-Sep-14|Gold|Entertainment|F|164633|1
Ahmedabad|28-Oct-13|Gold|Entertainment|M|216161|1
Ahmedabad|29-Jun-14|Signature|Food|F|36399|1
Mumbai|20-Aug-14|Platinum|Bills|M|203123|1
Bengaluru|15-Oct-13|Silver|Grocery|F|45396|1
Delhi|15-Aug-14|Signature|Entertainment|F|65966|1
Bengaluru|14-Dec-14|Gold|Food|F|45548|1
Delhi|17-Jan-14|Silver|Bills|F|39316|1
Bengaluru|07-Feb-15|Silver|Fuel|F|9011|1
Delhi|08-Nov-14|Silver|Fuel|F|295291|1
Delhi|18-Oct-13|Silver|Entertainment|M|241577|1
Delhi|15-Jul-14|Platinum|Fuel|M|189659|1
Delhi|14-Apr-15|Signature|Food|F|3498|1
Delhi|24-Oct-13|Silver|Fuel|M|154525|1
Ahmedabad|21-Oct-13|Gold|Fuel|F|109151|1
Delhi|11-Feb-14|Platinum|Food|M|286858|1
Ahmedabad|21-Feb-15|Silver|Grocery|F|192620|1
Delhi|13-Apr-14|Platinum|Fuel|M|106273|1
Bengaluru|13-Nov-13|Silver|Bills|M|221807|1
Bengaluru|06-Dec-14|Gold|Fuel|F|117737|1
Bengaluru|26-Apr-14|Signature|Grocery|F|227990|1
Bengaluru|01-Nov-13|Silver|Fuel|F|17876|1
Ahmedabad|29-Apr-15|Platinum|Food|F|38605|1
Delhi|22-Feb-15|Silver|Fuel|F|259482|1
Delhi|18-Jul-14|Signature|Grocery|F|202005|1
Delhi|11-Dec-13|Silver|Bills|M|273750|1
Mumbai|16-Jun-14|Signature|Bills|F|48236|1
Ahmedabad|25-Apr-14|Platinum|Grocery|F|248858|1
Delhi|09-Apr-14|Gold|Grocery|M|109394|1
Ahmedabad|17-May-15|Silver|Food|F|86813|1
Mumbai|21-May-15|Silver|Bills|F|160529|1
Ahmedabad|21-Jan-14|Signature|Bills|F|63438|1
Ahmedabad|23-Dec-13|Gold|Fuel|F|119957|1
Bengaluru|21-Jul-14|Gold|Grocery|F|49154|1
Ahmedabad|18-Jul-14|Silver|Food|M|142854|1
Ahmedabad|04-Sep-14|Platinum|Bills|F|88795|1
Delhi|04-Jul-14|Silver|Bills|F|2767|1
Delhi|06-Jul-14|Gold|Fuel|F|69240|1
Ahmedabad|15-Nov-14|Signature|Entertainment|F|31668|1
Bengaluru|17-Nov-14|Platinum|Entertainment|F|22004|1
Mumbai|29-Jan-14|Signature|Food|M|205819|1
Bengaluru|13-Nov-13|Signature|Bills|F|145391|1
Ahmedabad|20-Sep-14|Platinum|Entertainment|F|248569|1
Ahmedabad|31-Oct-14|Signature|Entertainment|F|120092|1
Delhi|15-Mar-15|Signature|Entertainment|M|77960|1
Ahmedabad|06-Jul-14|Signature|Bills|F|289760|1
Ahmedabad|15-Feb-14|Platinum|Bills|F|254356|1
Ahmedabad|22-Jun-14|Platinum|Bills|F|108517|1
Ahmedabad|18-Oct-14|Gold|Bills|F|185388|1
Mumbai|29-Apr-15|Signature|Fuel|F|268000|1
Delhi|31-Dec-13|Silver|Grocery|M|117685|1
Ahmedabad|25-Jan-14|Silver|Bills|F|152667|1
Mumbai|13-Oct-14|Gold|Grocery|M|86413|1
Delhi|24-Mar-14|Silver|Fuel|M|214575|1
Ahmedabad|27-Nov-14|Platinum|Fuel|F|63175|1
Mumbai|04-Nov-14|Silver|Entertainment|F|235910|1
Bengaluru|02-Sep-14|Gold|Fuel|F|296447|1
Bengaluru|17-Apr-15|Platinum|Entertainment|M|212377|1
Bengaluru|30-May-14|Signature|Food|F|253460|1
Delhi|12-Jul-14|Silver|Food|M|115328|1
Delhi|28-Aug-14|Gold|Entertainment|M|244240|1
Ahmedabad|20-May-14|Signature|Fuel|F|219960|1
Bengaluru|11-Jan-14|Signature|Food|F|103810|1
Ahmedabad|24-Jan-14|Platinum|Food|F|140070|1
Mumbai|22-Nov-14|Signature|Fuel|M|295265|1
Delhi|28-Aug-14|Gold|Bills|F|184528|1
Bengaluru|10-Nov-13|Gold|Food|M|114265|1
Delhi|27-May-14|Signature|Bills|M|19175|1
Bengaluru|06-Feb-15|Platinum|Entertainment|F|122164|1
Mumbai|27-Oct-13|Gold|Food|F|146404|1
Delhi|06-May-15|Gold|Food|M|75768|1
Delhi|14-Jan-14|Platinum|Fuel|F|298597|1
Ahmedabad|29-Dec-13|Platinum|Food|M|244837|1
Delhi|22-Apr-15|Signature|Food|F|131118|1
Bengaluru|04-Feb-14|Silver|Food|F|130867|1
Delhi|11-Aug-14|Gold|Fuel|M|38820|1
Ahmedabad|14-May-14|Signature|Entertainment|F|285203|1
Bengaluru|26-Dec-14|Gold|Bills|M|157371|1
Mumbai|05-Aug-14|Silver|Fuel|M|28042|1
Mumbai|22-Aug-14|Gold|Fuel|F|76143|1
Delhi|05-Feb-15|Silver|Grocery|F|110066|1
Delhi|18-Sep-14|Signature|Fuel|M|289118|1
Ahmedabad|05-Nov-13|Platinum|Entertainment|F|61664|1
Mumbai|03-Aug-14|Silver|Bills|F|252984|1
Ahmedabad|14-Dec-13|Silver|Grocery|M|148261|1
Mumbai|02-Nov-14|Silver|Fuel|F|117604|1
Delhi|24-Apr-15|Gold|Bills|M|38652|1
Ahmedabad|29-Mar-14|Silver|Entertainment|F|190809|1
Mumbai|05-Dec-13|Silver|Entertainment|F|117151|1
Ahmedabad|09-Nov-14|Signature|Entertainment|M|243888|1
Ahmedabad|11-Feb-14|Silver|Entertainment|M|268356|1
Bengaluru|25-Feb-14|Signature|Bills|M|162752|1
Mumbai|17-Dec-13|Platinum|Fuel|M|206887|1
Mumbai|01-Aug-14|Platinum|Fuel|F|14495|1
Delhi|22-Aug-14|Gold|Fuel|F|147237|1
Bengaluru|01-Jun-14|Platinum|Bills|M|14814|1
Mumbai|11-Aug-14|Silver|Food|M|128367|1
Ahmedabad|22-Jul-14|Platinum|Bills|M|53330|1
Ahmedabad|29-Nov-14|Silver|Bills|F|11870|1
Delhi|02-Aug-14|Silver|Entertainment|M|151449|1
Delhi|30-Jan-14|Platinum|Grocery|F|255675|1
Delhi|28-Apr-15|Silver|Food|M|252120|1
Bengaluru|18-May-15|Gold|Fuel|F|116470|1
Mumbai|10-Jun-14|Gold|Food|M|253108|1
Ahmedabad|13-Jan-14|Gold|Grocery|F|272053|1
Mumbai|20-Jan-14|Silver|Fuel|M|275535|1
Delhi|26-Feb-14|Platinum|Grocery|F|246888|1
Bengaluru|06-May-14|Gold|Food|F|31318|1
Mumbai|23-Jul-14|Silver|Fuel|M|252206|1
Bengaluru|15-Nov-13|Signature|Food|M|84608|1
Mumbai|11-Oct-13|Platinum|Food|M|151924|1
Ahmedabad|09-Oct-13|Signature|Grocery|M|93385|1
Delhi|11-Mar-14|Platinum|Fuel|F|276356|1
Delhi|26-Jun-14|Signature|Food|F|146571|1
Ahmedabad|03-Nov-14|Gold|Bills|M|177090|1
Ahmedabad|20-Dec-14|Gold|Entertainment|M|113599|1
Bengaluru|18-Oct-14|Gold|Bills|F|58587|1
Bengaluru|25-Nov-14|Signature|Fuel|M|202527|1
Mumbai|30-Jan-15|Signature|Entertainment|F|131361|1
Ahmedabad|14-Nov-14|Signature|Food|F|253276|1
Bengaluru|15-Apr-14|Platinum|Entertainment|F|295845|1
Bengaluru|16-Jan-14|Gold|Bills|F|37803|1
Ahmedabad|17-Dec-14|Silver|Bills|M|112950|1
Delhi|23-Nov-14|Signature|Food|M|25264|1
Mumbai|10-Nov-13|Signature|Food|M|81671|1
Mumbai|15-Apr-15|Platinum|Grocery|M|22725|1
Bengaluru|07-Feb-15|Platinum|Fuel|M|6285|1
Delhi|24-Nov-13|Gold|Fuel|F|103696|1
Bengaluru|29-Jan-14|Silver|Bills|M|294926|1
Bengaluru|21-Jun-14|Silver|Fuel|M|77291|1
Delhi|24-Nov-13|Signature|Grocery|F|136922|1
Bengaluru|15-Oct-13|Silver|Bills|M|91980|1
Delhi|13-Aug-14|Platinum|Bills|M|181190|1
Bengaluru|05-May-14|Gold|Entertainment|M|94431|1
Mumbai|19-May-15|Platinum|Entertainment|F|193669|1
Ahmedabad|14-Oct-14|Silver|Bills|F|121343|1
Mumbai|07-Jan-14|Silver|Entertainment|F|246904|1
Ahmedabad|15-Nov-14|Signature|Grocery|F|287158|1
Ahmedabad|15-May-14|Gold|Grocery|M|75294|1
Delhi|08-Jun-14|Signature|Grocery|F|151144|1
Bengaluru|17-Jan-14|Silver|Bills|F|146984|1
Ahmedabad|19-Mar-14|Platinum|Fuel|M|58763|1
Ahmedabad|23-Mar-14|Platinum|Bills|M|32644|1
Mumbai|14-May-15|Signature|Bills|F|68050|1
Delhi|30-Sep-14|Silver|Entertainment|F|44013|1
Delhi|16-Nov-13|Gold|Food|F|176707|1
Ahmedabad|12-Oct-14|Gold|Grocery|F|176405|1
Mumbai|16-Apr-14|Platinum|Grocery|M|110330|1
Delhi|15-Jun-14|Silver|Food|F|126545|1
Mumbai|03-Apr-14|Gold|Grocery|F|271513|1
Mumbai|13-Oct-13|Gold|Grocery|M|174136|1
Ahmedabad|16-Feb-14|Platinum|Food|F|169270|1
Delhi|23-Sep-14|Signature|Fuel|F|141559|1
Delhi|14-Jul-14|Signature|Bills|M|265150|1
Bengaluru|16-Oct-14|Platinum|Entertainment|M|281875|1
Delhi|16-Dec-13|Signature|Bills|M|153714|1
Delhi|31-May-14|Gold|Food|M|46829|1
Ahmedabad|15-Nov-13|Silver|Entertainment|F|95725|1
Ahmedabad|10-Dec-13|Platinum|Bills|M|163864|1
Ahmedabad|10-Jun-14|Silver|Entertainment|F|83353|1
Bengaluru|14-Feb-15|Platinum|Fuel|M|186989|1
Delhi|28-Jul-14|Platinum|Food|F|111465|1
Bengaluru|30-Sep-14|Platinum|Food|M|69593|1
Ahmedabad|18-May-15|Signature|Grocery|M|159330|1
Bengaluru|23-Dec-14|Gold|Fuel|M|148168|1
Mumbai|19-Aug-14|Silver|Entertainment|M|50586|1
Bengaluru|19-Apr-15|Signature|Entertainment|F|175365|1
Mumbai|14-Apr-14|Signature|Fuel|F|143519|1
Ahmedabad|02-Feb-15|Platinum|Fuel|M|187508|1
Bengaluru|18-Mar-15|Gold|Food|M|130147|1
Ahmedabad|27-Jan-15|Platinum|Fuel|M|196205|1
Ahmedabad|20-Apr-14|Platinum|Fuel|M|111748|1
Ahmedabad|17-Apr-15|Platinum|Bills|F|151844|1
Bengaluru|21-May-15|Signature|Fuel|M|51810|1
Mumbai|04-Oct-13|Platinum|Entertainment|M|295639|1
Bengaluru|27-Aug-14|Signature|Fuel|M|186457|1
Mumbai|10-Feb-15|Platinum|Grocery|F|215253|1
Ahmedabad|07-Oct-14|Silver|Fuel|F|283914|1
Bengaluru|04-Sep-14|Platinum|Fuel|M|286418|1
Bengaluru|29-Nov-14|Platinum|Fuel|M|33573|1
Ahmedabad|10-Nov-14|Signature|Food|F|134032|1
Bengaluru|07-Dec-14|Gold|Bills|F|281439|1
Bengaluru|03-Nov-14|Gold|Bills|F|107976|1
Delhi|25-Dec-13|Gold|Bills|F|203787|1
Bengaluru|05-Jul-14|Signature|Grocery|M|179180|1
Ahmedabad|20-Sep-14|Silver|Bills|F|221603|1
Bengaluru|30-Mar-14|Silver|Grocery|M|116766|1
Mumbai|15-Jan-15|Platinum|Food|F|73878|1
Mumbai|10-Feb-15|Gold|Grocery|F|17578|1
Ahmedabad|17-Jan-14|Gold|Food|M|290112|1
Ahmedabad|30-Aug-14|Silver|Entertainment|M|226435|1
Delhi|29-Oct-13|Gold|Bills|F|273658|1
Ahmedabad|23-Oct-14|Signature|Fuel|M|129449|1
Ahmedabad|24-Mar-15|Gold|Entertainment|M|19473|1
Bengaluru|12-Jan-15|Signature|Bills|F|143125|1
Mumbai|13-Nov-13|Gold|Entertainment|F|192450|1
Ahmedabad|01-May-14|Platinum|Fuel|M|232742|1
Delhi|18-Apr-15|Silver|Food|M|294231|1
Mumbai|04-Oct-14|Silver|Food|F|266539|1
Delhi|04-Dec-13|Signature|Entertainment|M|275288|1
Ahmedabad|29-Dec-13|Platinum|Grocery|F|268611|1
Mumbai|22-Jun-14|Signature|Food|F|73604|1
Bengaluru|14-Jan-15|Signature|Fuel|M|198707|1
Bengaluru|07-Aug-14|Platinum|Food|F|39075|1
Mumbai|09-Jan-14|Platinum|Grocery|F|234246|1
Bengaluru|26-Sep-14|Signature|Bills|F|124726|1
Bengaluru|11-Feb-14|Signature|Grocery|F|164303|1
Mumbai|09-Nov-13|Signature|Entertainment|M|156433|1
Delhi|19-Sep-14|Silver|Fuel|F|191756|1
Delhi|01-Mar-15|Platinum|Food|M|65147|1
Ahmedabad|28-Feb-15|Silver|Entertainment|M|296737|1
Delhi|03-Apr-15|Signature|Bills|F|173543|1
Ahmedabad|27-Nov-13|Signature|Grocery|M|43334|1
Mumbai|03-Oct-14|Signature|Food|F|34696|1
Bengaluru|01-Jan-14|Signature|Bills|F|292221|1
Mumbai|07-Jun-14|Platinum|Fuel|M|91021|1
Ahmedabad|17-Feb-15|Signature|Entertainment|M|187342|1
Bengaluru|13-Dec-13|Silver|Food|F|39486|1
Mumbai|08-Aug-14|Signature|Grocery|M|30686|1
Ahmedabad|24-Aug-14|Silver|Fuel|M|237964|1
Mumbai|30-Nov-13|Platinum|Fuel|M|248460|1
Bengaluru|15-Apr-14|Signature|Grocery|F|189486|1
Delhi|13-May-14|Signature|Food|F|184768|1
Ahmedabad|28-May-14|Signature|Bills|F|16394|1
Ahmedabad|27-Apr-14|Gold|Food|M|14645|1
Delhi|25-Apr-15|Gold|Entertainment|M|169231|1
Ahmedabad|28-Feb-14|Signature|Food|F|39204|1
Mumbai|16-Jul-14|Signature|Fuel|F|65035|1
Mumbai|17-Apr-14|Gold|Fuel|M|26213|1
Bengaluru|05-Oct-13|Silver|Food|F|164024|1
Ahmedabad|02-Sep-14|Signature|Entertainment|F|261705|1
Ahmedabad|02-Nov-14|Signature|Food|F|129323|1
Bengaluru|22-Oct-14|Silver|Grocery|M|279439|1
Bengaluru|29-Jul-14|Signature|Entertainment|M|191572|1
Delhi|26-Jul-14|Signature|Food|M|131386|1
Mumbai|21-Aug-14|Silver|Entertainment|F|60078|1
Ahmedabad|07-Oct-14|Silver|Bills|F|217636|1
Ahmedabad|09-Mar-14|Signature|Grocery|M|199557|1
Mumbai|11-Dec-14|Silver|Bills|M|283851|1
Bengaluru|20-Apr-15|Signature|Grocery|M|78557|1
Ahmedabad|13-Jun-14|Silver|Entertainment|M|18665|1
Delhi|21-Nov-13|Gold|Fuel|M|230357|1
Bengaluru|28-Sep-14|Platinum|Grocery|F|258617|1
Ahmedabad|06-Jan-15|Gold|Bills|F|206268|1
Ahmedabad|31-Aug-14|Signature|Grocery|F|85984|1
Ahmedabad|29-Dec-13|Gold|Bills|F|82655|1
Ahmedabad|23-Dec-14|Gold|Grocery|M|162473|1
Ahmedabad|06-Oct-13|Silver|Entertainment|F|1938|1
Delhi|20-Apr-14|Signature|Bills|F|211535|1
Ahmedabad|21-Aug-14|Gold|Grocery|F|277137|1
Bengaluru|21-Jan-15|Platinum|Entertainment|M|15136|1
Ahmedabad|23-Jan-15|Signature|Entertainment|F|284528|1
Ahmedabad|15-May-15|Silver|Bills|F|191817|1
Mumbai|22-Dec-13|Silver|Entertainment|M|176929|1
Delhi|12-Feb-15|Silver|Bills|M|231971|1
Mumbai|26-Jan-14|Gold|Entertainment|M|286385|1
Delhi|11-Jul-14|Signature|Food|F|132757|1
Bengaluru|06-Aug-14|Signature|Fuel|M|217417|1
Bengaluru|16-Nov-13|Gold|Grocery|M|162688|1
Ahmedabad|14-Dec-14|Gold|Entertainment|F|159930|1
Delhi|12-Nov-13|Gold|Entertainment|M|155703|1
Ahmedabad|29-Dec-14|Gold|Entertainment|M|138865|1
Ahmedabad|17-Nov-13|Platinum|Fuel|M|104815|1
Mumbai|05-Dec-14|Signature|Food|M|101544|1
Mumbai|07-Dec-13|Silver|Entertainment|M|30889|1
Bengaluru|24-May-14|Platinum|Grocery|M|283566|1
Delhi|10-Sep-14|Platinum|Fuel|F|280703|1
Ahmedabad|22-Dec-14|Silver|Fuel|F|293435|1
Ahmedabad|12-Jan-14|Platinum|Food|M|22783|1
Delhi|25-Mar-15|Signature|Bills|M|78257|1
Mumbai|07-Oct-13|Platinum|Food|M|242693|1
Ahmedabad|15-Feb-15|Platinum|Fuel|F|15561|1
Bengaluru|29-Apr-15|Silver|Fuel|F|6278|1
Mumbai|11-Apr-14|Gold|Entertainment|F|225819|1
Delhi|10-Aug-14|Platinum|Food|F|151970|1
Bengaluru|21-Oct-14|Silver|Food|F|207032|1
Delhi|25-Nov-13|Silver|Entertainment|F|58015|1
Delhi|12-Mar-15|Silver|Entertainment|M|246931|1
Ahmedabad|24-Apr-15|Signature|Fuel|F|163232|1
Delhi|27-Feb-15|Gold|Grocery|F|7069|1
Mumbai|16-Jun-14|Silver|Food|M|65788|1
Ahmedabad|12-Jun-14|Platinum|Bills|F|66705|1
Bengaluru|14-Oct-14|Platinum|Fuel|M|149820|1
Bengaluru|01-Jan-14|Silver|Bills|M|258061|1
Bengaluru|19-Oct-14|Silver|Entertainment|F|170718|1
Mumbai|09-Feb-15|Silver|Bills|M|16235|1
Ahmedabad|24-Oct-13|Silver|Bills|M|79956|1
Bengaluru|01-May-15|Gold|Food|F|231618|1
Mumbai|18-Nov-13|Gold|Food|F|298729|1
Mumbai|24-Aug-14|Gold|Bills|M|30451|1
Delhi|18-Dec-14|Platinum|Entertainment|M|294666|1
Delhi|15-Nov-14|Gold|Grocery|M|154170|1
Ahmedabad|31-Oct-13|Gold|Fuel|M|20076|1
Ahmedabad|19-Feb-15|Gold|Entertainment|M|161749|1
Bengaluru|27-Sep-14|Silver|Fuel|M|19691|1
Delhi|17-Sep-14|Silver|Fuel|M|162127|1
Bengaluru|17-Feb-14|Gold|Bills|M|132887|1
Ahmedabad|22-Feb-14|Gold|Bills|M|271027|1
Bengaluru|18-Jan-15|Platinum|Grocery|M|219106|1
Bengaluru|08-Mar-15|Platinum|Entertainment|F|8394|1
Delhi|18-May-15|Silver|Bills|M|87461|1
Delhi|16-Feb-15|Signature|Fuel|F|245749|1
Bengaluru|07-May-15|Gold|Entertainment|M|137347|1
Ahmedabad|08-Sep-14|Silver|Bills|F|279580|1
Bengaluru|29-Jul-14|Silver|Grocery|M|189502|1
Delhi|29-Jan-14|Signature|Bills|M|148441|1
Ahmedabad|28-Nov-14|Gold|Entertainment|F|297182|1
Mumbai|11-Feb-14|Gold|Entertainment|F|58427|1
Delhi|16-Apr-15|Gold|Grocery|F|98797|1
Ahmedabad|03-Feb-15|Platinum|Grocery|F|190826|1
Bengaluru|08-May-15|Signature|Food|M|212628|1
Mumbai|19-Nov-13|Gold|Food|M|134775|1
Ahmedabad|18-Mar-15|Platinum|Entertainment|F|103330|1
Bengaluru|31-Jul-14|Signature|Food|F|66859|1
Ahmedabad|27-Apr-14|Signature|Food|M|35151|1
Delhi|31-Dec-14|Silver|Entertainment|F|99915|1
Ahmedabad|26-May-15|Platinum|Grocery|F|269998|1
Bengaluru|28-Apr-15|Platinum|Grocery|F|219796|1
Delhi|12-Apr-15|Silver|Fuel|F|83226|1
Bengaluru|28-Apr-14|Gold|Fuel|F|230570|1
